0 0
-11816285865 0
-11999974309 -429944343
-13228407477 -3157830171
-13534217884 -3571091514
-13288579070 -3911475655
-14040712207 -3527997121
-13907170787 -6423185994
-14483084304 -7331157930
-13300402591 -6652349363
-13716391256 -7092984112
-14267800029 -5492049626
-14334238030 -6154573261
-13112466043 -6955306905
-13890109688 -7219562925
-13535770317 -6655391521
-13772791516 -7476094243
-13537442398 -5910273758
-13954468505 -9912462251
-13468697658 -13038954755
-13556692043 -13692966014
-14106374801 -12622466841
-13946008375 -13226003447
-12994001150 -12632861294
-12544211534 -16041452999
-11068335184 -19192887699
-8751993812 -22683227777
-5914424019 -25824090356
-6566946873 -25381081163
-6255976326 -25907929683
-6399462417 -25666038027
-6216059874 -25916758445
-5680514926 -25816738157
-5883304523 -26006859064
-5746876803 -25673179513
-5532899972 -26022686753
-1685472398 -29246471099
1776862962 -31322918095
5087729147 -32860678667
8252896313 -33995218384
11811251312 -34933955982
12654807523 -35371131299
12876488428 -34693215508
11400709583 -33778120482
17501158470 -35789035498
17189968566 -35570837970
22185103613 -35958342094
25618154829 -35797601257
25154909949 -35368050675
25107192166 -36278342501
24908480319 -34893792130
31150300921 -35051973020
31292125894 -34675850503
31212688973 -35386673873
35140138301 -34147287716
35542463365 -34767103988
35135098840 -33791922138
40048630692 -32609854869
40321311064 -32574433521
45040801573 -30551599942
44281195398 -30521273085
44821941460 -30433622217
45135852546 -31468747556
44330463604 -30194849910
49122558333 -28478620458
49126695857 -28595239052
52904066052 -26223155048
57291067589 -23167187751
61389929889 -19837498018
64540872652 -16925393263
68352899495 -12929776508
67677554498 -12778620526
68174408972 -12202431108
72147976904 -8342774848
71214172236 -8255631967
72576293555 -8038144427
72906818694 -8141767268
73083650573 -7484504952
72792717235 -8983109696
71461715514 -8901777125
71537368614 -8610685125
75911155118 -3046437861
76924821450 -3616005844
78111000961 483741149
77499450400 1466613645
77754701498 1154733956
79080996362 1035901490
80317950070 4432602223
82936052984 9799610882
84377305670 13169640439
86055591441 17601236692
85906703351 17384945888
87953067258 23554923262
88013363559 23249273675
88495578189 22636457459
87977765204 23428772417
89054803850 27719507205
89741516683 27355710960
88439840840 28318076762
89480240270 27014481259
89778648345 30900332931
89258705410 32053710477
89056762843 31372445218
90201061467 31328772022
89461558772 29511282726
89971003781 31777540158
89275516603 30762353793
88747345563 30206448676
89331749607 31228382338
90350693489 31370622001
90461389255 29776347344
90743732747 36042304199
90914007049 36220101164
90799969950 36369480679
91544884747 41861953600
91884720809 45368686169
92210651804 50907722792
92289117281 56010616780
91345704975 56679404595
92622850267 55581002531
92592903022 55688885677
93067836218 55545772990
91878138285 56295290033
92174841812 55921428187
91755299192 55777816555
92313754135 56111037545
93052049289 57114044511
92494713079 56557402510
92232573830 59206403220
92533776926 58942317695
92597990508 58449570961
92066981141 58652068711
91865916597 58725903611
92063054478 62976402109
91744143507 67184324677
91543088269 67949544390
91075731645 67622546722
91937478802 68359907904
92019510774 67869263392
92407765253 67198470112
91836789675 66206681484
92605506506 66251526336
92100103541 67565751958
91399372548 70484109201
90870101202 74488625221
90543168388 74625515604
91091169689 74587407844
91084493782 74538359546
90131970263 78983916622
89067811871 84278972334
88053698219 88559076481
87170951748 91882865664
86868009761 91401177039
85754070306 96664771674
84707602235 99867065632
82507773305 105933440347
81290204881 108989659536
81855624366 109050678516
81255140687 109381816239
79842838231 112401874916
77870241042 116732018858
75748974174 121049316065
72149881028 127735297703
71621619987 127257595760
73111628666 128179415496
73226202803 127761933281
72786013473 127072988942
72076709154 128823292989
71479401808 128697395109
73283377521 127960915350
69831074931 131696890481
70227837314 132298640910
69973092250 132118926595
69207158485 131195776476
70247324869 131396733267
69997794852 132398546520
70115482865 130811991799
69281044770 131248606235
66983782189 136256630682
67605410909 136476593324
66395889068 136294378574
67767122355 136865286110
62459574927 142926347139
63581887627 143066214542
62037209526 143212715647
62609835397 141670494752
61906931122 142498544013
62486426255 142449076590
63192585863 142519360959
57529271001 149536548942
56921826374 148876685330
57372091602 149589416240
57025141654 150041858590
57866496927 149770909312
57300472130 149782080286
57505523118 148510464298
58163920347 148771614169
53100168147 154993698036
54419733640 155209205191
52952743427 153704272882
53090346282 155374710479
51968048777 155208081651
53404864243 155916513364
52874613109 154119664369
53912898593 154079302622
53217046900 156090634662
53667299043 156099036060
54309805453 155766144794
53831296227 155369557322
53674948615 155921649557
49253474288 159418992970
46108262939 162845509453
46227296077 162265594724
46855593294 162482698019
40983736275 168099606077
40738621248 168076583976
41037187323 167900740581
40612671960 167346932710
40511887826 168410243779
40730571427 168793507626
41514661441 167850611220
40682837397 167516159781
40880158227 168131731313
41355688104 168638557496
41762624185 167984860884
39864081426 167867630501
40959302148 169035178445
37851401696 171129691209
34103640811 174590985028
30713012679 177579696222
26099839207 181445181034
25617590984 181663631929
25143135741 181266303704
20582119785 185789423007
15683654043 189412645356
10964310040 192711853752
11312222016 192762202319
10665613477 192621143658
10796640750 192816798149
2047627925 198476178363
1888910203 198750029878
-4766244064 202502980639
-9334436041 205033596034
-16068717853 208532439781
-15849261136 208450965538
-16019588911 208437012992
-16550435107 208543286128
-15970569987 208521062588
-16398504511 208562733919
-23696826208 212182471992
-30267448953 215076339657
-37305630970 217934122279
-37331323214 217437860386
-44939596615 220765754046
-44618323323 220444577302
-44764180492 220289997695
-44552322955 220771889224
-44470519621 221483982207
-53541915412 223639954724
-57030894364 224714038674
-63722104677 226631368627
-70653689388 228426067756
-70790837233 228682671168
-71167430365 229388617682
-71102669117 227797330924
-70478037423 228281310009
-70870813476 229155759368
-71612161733 228635893101
-76098237930 229703505598
-79291620153 230399965311
-88678661330 232227208244
-89023359393 232097622829
-100830180131 234121086912
-108981403680 235104101363
-117250879532 235872818152
-124761706297 236376090807
-132163110346 236694134504
-132453879937 237487623490
-139663759754 236839387777
-149309282641 236768562326
-158176181636 236451675034
-158821919047 236279562146
-168960379495 235745911571
-181977594951 234431629809
-188550372073 233577601122
-199605198828 231854859607
-203139600791 231228517143
-209919450303 229924735984
-216576144672 228513821316
-216651279532 227695621444
-216650305440 227722095973
-216421753775 229104843290
-228193915499 225740533196
-228357473029 226261845054
-227970220040 224893304032
-237316213171 223285075417
-244484384805 221183243317
-247987601529 220100590653
-248037997968 219459344154
